Lineales,Interacciones,MAE
"['edad_padre', 'aumento_peso_madre', 'sexo']","['madurez', 'visitas_medico']",0.8894320343927868
"['edad_madre', 'aumento_peso_madre', 'raza_madre', 'I_pedad_medad']","['sexo', 'I_pedad_medad']",0.8894338271187338
"['edad_madre', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['sexo', 'I_pedad_medad']",0.8894338271187338
"['edad_madre', 'aumento_peso_madre', 'sexo', 'raza_madre']","['sexo', 'I_pedad_medad']",0.8894338271187339
"['edad_madre', 'aumento_peso_madre', 'raza_madre']","['sexo', 'I_pedad_medad']",0.8894338271187341
"['edad_madre', 'aumento_peso_madre', 'sexo']","['madre_fumadora', 'estado_civil']",0.8894374969117642
"['edad_madre', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['madre_fumadora', 'estado_civil']",0.8894374969117643
"['edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil']","['madre_fumadora', 'estado_civil']",0.8894374969117643
"['edad_madre', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['madre_fumadora', 'estado_civil']",0.8894374969117643
"['edad_madre', 'sexo', 'raza_madre']","['aumento_peso_madre', 'estado_civil']",0.8894382763865801
"['edad_madre', 'aumento_peso_madre', 'sexo', 'raza_madre']","['aumento_peso_madre', 'estado_civil']",0.8894382763865801
"['edad_madre', 'sexo', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'estado_civil']",0.8894382763865801
"['edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'estado_civil']",0.8894382763865801
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['visitas_medico', 'estado_civil']",0.889442332355629
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['visitas_medico', 'estado_civil']",0.889442332355629
"['edad_madre', 'madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['visitas_medico', 'estado_civil']",0.8894423323556293
"['edad_madre', 'madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['visitas_medico', 'estado_civil']",0.8894423323556293
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['madurez', 'I_pedad_medad']",0.8894448338827677
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['madurez', 'I_pedad_medad']",0.8894448338827677
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['madurez', 'I_pedad_medad']",0.889444833882768
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['madurez', 'I_pedad_medad']",0.8894448338827681
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'estado_civil']",0.8894451696876826
"['edad_madre', 'madurez', 'visitas_medico', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'estado_civil']",0.8894451696876826
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'estado_civil']",0.8894451696876826
"['edad_madre', 'madurez', 'visitas_medico', 'sexo', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'estado_civil']",0.8894451696876828
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'estado_civil']",0.889446407998457
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'estado_civil']",0.8894464079984573
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'estado_civil']",0.8894464079984573
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'estado_civil']",0.8894464079984574
"['edad_madre', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8894476424841393
"['edad_madre', 'madurez', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8894476424841393
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8894476424841393
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8894476424841393
"['madurez', 'aumento_peso_madre', 'madre_fumadora']","['visitas_medico', 'sexo']",0.8894486108207306
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['visitas_medico', 'sexo']",0.8894486108207306
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['visitas_medico', 'sexo']",0.8894486108207306
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'madre_fumadora']","['visitas_medico', 'sexo']",0.8894486108207309
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['raza_madre', 'I_pedad_medad']",0.8894488462259192
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['raza_madre', 'I_pedad_medad']",0.8894488462259194
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil']","['raza_madre', 'I_pedad_medad']",0.8894488462259199
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['raza_madre', 'I_pedad_medad']",0.8894488462259199
"['edad_madre', 'sexo', 'madre_fumadora']","['estado_civil', 'raza_madre']",0.8894498982782116
"['edad_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['estado_civil', 'raza_madre']",0.8894498982782116
"['edad_madre', 'sexo', 'madre_fumadora', 'raza_madre']","['estado_civil', 'raza_madre']",0.8894498982782116
"['edad_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'raza_madre']","['estado_civil', 'raza_madre']",0.8894498982782116
"['sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894518463902144
"['sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894518463902146
"['visitas_medico', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894518463902147
"['visitas_medico', 'sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894518463902149
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['edad_madre', 'I_pedad_medad']",0.8894552308020883
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_madre', 'I_pedad_medad']",0.8894552308020883
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_madre', 'I_pedad_medad']",0.8894552308020883
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['edad_madre', 'I_pedad_medad']",0.8894552308020887
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['madurez', 'I_pedad_medad']",0.8894635924858884
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['madurez', 'I_pedad_medad']",0.8894635924858884
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['madurez', 'I_pedad_medad']",0.8894635924858885
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['madurez', 'I_pedad_medad']",0.8894635924858885
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['edad_padre', 'estado_civil']",0.8894645373891547
"['edad_padre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['edad_padre', 'estado_civil']",0.8894645373891547
"['edad_padre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_padre', 'estado_civil']",0.8894645373891549
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_padre', 'estado_civil']",0.889464537389155
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madre_fumadora', 'estado_civil']",0.8894659418050823
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['madre_fumadora', 'estado_civil']",0.8894659418050823
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madre_fumadora', 'estado_civil']",0.8894659418050823
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['madre_fumadora', 'estado_civil']",0.8894659418050823
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894665018620602
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894665018620603
"['aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894665018620603
"['aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894665018620607
"['madurez', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.889470033413102
"['madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.889470033413102
"['aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8894700334131023
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8894700334131023
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre']","['edad_madre', 'I_pedad_medad']",0.8894706685699614
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['edad_madre', 'I_pedad_medad']",0.8894706685699614
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['edad_madre', 'I_pedad_medad']",0.8894706685699614
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre']","['edad_madre', 'I_pedad_medad']",0.8894706685699615
"['madurez', 'sexo', 'madre_fumadora']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778723501133
"['madurez', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778723501133
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778723501133
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778723501137
"['madurez', 'sexo', 'madre_fumadora', 'estado_civil']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778833721098
"['madurez', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778833721098
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778833721099
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['aumento_peso_madre', 'I_pedad_medad']",0.8894778833721101
"['edad_padre', 'madurez', 'aumento_peso_madre', 'sexo', 'estado_civil']","['visitas_medico', 'madre_fumadora']",0.8894790300710973
"['edad_padre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil']","['visitas_medico', 'madre_fumadora']",0.8894790300710974
"['edad_padre', 'madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['visitas_medico', 'madre_fumadora']",0.8894790300710974
"['edad_padre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['visitas_medico', 'madre_fumadora']",0.8894790300710974
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8894812722266237
"['edad_padre', 'edad_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8894812722266239
"['edad_padre', 'edad_madre', 'sexo', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8894812722266242
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8894812722266244
"['edad_padre', 'madurez', 'sexo', 'madre_fumadora']","['sexo', 'raza_madre']",0.8894820580189322
"['edad_padre', 'madurez', 'sexo', 'madre_fumadora', 'raza_madre']","['sexo', 'raza_madre']",0.8894820580189322
"['edad_padre', 'madurez', 'madre_fumadora', 'raza_madre']","['sexo', 'raza_madre']",0.8894820580189323
"['edad_padre', 'madurez', 'madre_fumadora']","['sexo', 'raza_madre']",0.8894820580189325
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre']","['estado_civil', 'I_pedad_medad']",0.8894821683579782
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['estado_civil', 'I_pedad_medad']",0.8894821683579782
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['estado_civil', 'I_pedad_medad']",0.8894821683579782
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre', 'I_pedad_medad']","['estado_civil', 'I_pedad_medad']",0.8894821683579783
"['edad_madre', 'aumento_peso_madre', 'raza_madre']","['edad_padre', 'sexo']",0.8894822259871941
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'raza_madre']","['edad_padre', 'sexo']",0.8894822259871941
"['edad_madre', 'aumento_peso_madre', 'sexo', 'raza_madre']","['edad_padre', 'sexo']",0.8894822259871941
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'raza_madre']","['edad_padre', 'sexo']",0.8894822259871941
"['madurez', 'sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894859750099466
"['madurez', 'visitas_medico', 'sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894859750099469
"['madurez', 'sexo', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894859750099472
"['madurez', 'visitas_medico', 'sexo', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'madre_fumadora']",0.8894859750099472
"['sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8894862139931541
"['visitas_medico', 'sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8894862139931541
"['visitas_medico', 'sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8894862139931541
"['sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8894862139931544
"['edad_padre', 'edad_madre', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'sexo']",0.8894962121332136
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'sexo']",0.8894962121332136
"['edad_padre', 'edad_madre', 'sexo', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'sexo']",0.889496212133214
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'sexo']",0.889496212133214
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8895007711770304
"['edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8895007711770306
"['edad_madre', 'madurez', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8895007711770306
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'visitas_medico']",0.8895007711770309
"['edad_padre', 'visitas_medico', 'sexo', 'madre_fumadora']","['edad_padre', 'aumento_peso_madre']",0.889502752520775
"['visitas_medico', 'sexo', 'madre_fumadora']","['edad_padre', 'aumento_peso_madre']",0.8895027525207752
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['edad_padre', 'aumento_peso_madre']",0.8895027525207752
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['edad_padre', 'aumento_peso_madre']",0.8895027525207752
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'sexo']",0.8895043352268738
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'sexo']",0.8895043352268749
"['edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'sexo']",0.8895043352268749
"['edad_madre', 'aumento_peso_madre', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['edad_padre', 'sexo']",0.8895043352268756
"['edad_madre', 'madurez', 'sexo', 'madre_fumadora']","['edad_madre', 'visitas_medico']",0.8895050370624097
"['madurez', 'sexo', 'madre_fumadora']","['edad_madre', 'visitas_medico']",0.8895050370624106
"['madurez', 'visitas_medico', 'sexo', 'madre_fumadora']","['edad_madre', 'visitas_medico']",0.8895050370624106
"['edad_madre', 'madurez', 'visitas_medico', 'sexo', 'madre_fumadora']","['edad_madre', 'visitas_medico']",0.8895050370624106
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre']","['edad_padre', 'estado_civil']",0.889507648188673
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['edad_padre', 'estado_civil']",0.889507648188673
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'raza_madre']","['edad_padre', 'estado_civil']",0.8895076481886732
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['edad_padre', 'estado_civil']",0.8895076481886732
"['edad_padre', 'edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil']","['madurez', 'visitas_medico']",0.8895090268050043
"['edad_padre', 'edad_madre', 'madurez', 'aumento_peso_madre', 'sexo', 'estado_civil']","['madurez', 'visitas_medico']",0.8895090268050043
"['edad_padre', 'edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil']","['madurez', 'visitas_medico']",0.8895090268050043
"['edad_padre', 'edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil']","['madurez', 'visitas_medico']",0.8895090268050043
"['sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['sexo', 'raza_madre']",0.889509531413934
"['madre_fumadora', 'estado_civil', 'I_pedad_medad']","['sexo', 'raza_madre']",0.8895095314139343
"['madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['sexo', 'raza_madre']",0.8895095314139344
"['sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['sexo', 'raza_madre']",0.8895095314139346
"['aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_padre', 'madurez']",0.8895107271352646
"['edad_padre', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_padre', 'madurez']",0.8895107271352646
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_padre', 'madurez']",0.8895107271352646
"['edad_padre', 'madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_padre', 'madurez']",0.8895107271352646
"['madurez', 'sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8895121813154084
"['madurez', 'visitas_medico', 'sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8895121813154084
"['madurez', 'visitas_medico', 'sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8895121813154084
"['madurez', 'sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['visitas_medico', 'estado_civil']",0.8895121813154091
"['visitas_medico', 'sexo', 'estado_civil']","['aumento_peso_madre', 'raza_madre']",0.8895154521782239
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil']","['aumento_peso_madre', 'raza_madre']",0.8895154521782239
"['visitas_medico', 'sexo', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'raza_madre']",0.8895154521782239
"['visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre']","['aumento_peso_madre', 'raza_madre']",0.8895154521782239
"['edad_padre', 'edad_madre', 'madurez', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['estado_civil', 'raza_madre']",0.8895167310921288
"['edad_padre', 'edad_madre', 'madurez', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['estado_civil', 'raza_madre']",0.8895167310921288
"['edad_padre', 'edad_madre', 'madurez', 'sexo', 'madre_fumadora', 'raza_madre', 'I_pedad_medad']","['estado_civil', 'raza_madre']",0.8895167310921288
"['edad_padre', 'edad_madre', 'madurez', 'sexo', 'madre_fumadora', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['estado_civil', 'raza_madre']",0.8895167310921288
"['edad_madre', 'madurez', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_madre', 'visitas_medico']",0.8895197708664893
"['madurez', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_madre', 'visitas_medico']",0.8895197708664899
"['edad_madre', 'madurez', 'visitas_medico', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_madre', 'visitas_medico']",0.8895197708664899
"['madurez', 'visitas_medico', 'sexo', 'madre_fumadora', 'estado_civil']","['edad_madre', 'visitas_medico']",0.8895197708664901
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo']","['madre_fumadora', 'estado_civil']",0.8895345744010413
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['madre_fumadora', 'estado_civil']",0.8895345744010413
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil']","['madre_fumadora', 'estado_civil']",0.8895345744010413
"['edad_madre', 'madurez', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['madre_fumadora', 'estado_civil']",0.8895345744010413
"['edad_madre', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['visitas_medico', 'estado_civil']",0.8895347273168523
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora']","['visitas_medico', 'estado_civil']",0.8895347273168523
"['edad_madre', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['visitas_medico', 'estado_civil']",0.8895347273168523
"['edad_madre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil']","['visitas_medico', 'estado_civil']",0.8895347273168525
"['edad_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895351678192788
"['edad_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895351678192793
"['edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895351678192793
"['edad_madre', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895351678192799
"['edad_padre', 'visitas_medico', 'sexo', 'estado_civil', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895355455326185
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895355455326188
"['edad_padre', 'visitas_medico', 'sexo', 'estado_civil', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895355455326189
"['edad_padre', 'visitas_medico', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895355455326192
"['madurez', 'aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895364994962185
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895364994962198
"['aumento_peso_madre', 'sexo', 'estado_civil', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895364994962202
"['aumento_peso_madre', 'sexo', 'madre_fumadora', 'estado_civil', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895364994962205
"['sexo', 'madre_fumadora', 'I_pedad_medad']","['edad_padre', 'aumento_peso_madre']",0.8895388213433842
"['aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['edad_padre', 'aumento_peso_madre']",0.8895388213433842
"['edad_padre', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['edad_padre', 'aumento_peso_madre']",0.8895388213433842
"['edad_padre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['edad_padre', 'aumento_peso_madre']",0.8895388213433845
"['madurez', 'aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895390128933013
"['aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895390128933016
"['madurez', 'aumento_peso_madre', 'sexo', 'madre_fumadora', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895390128933027
"['aumento_peso_madre', 'sexo', 'I_pedad_medad']","['madurez', 'madre_fumadora']",0.8895390128933031
"['edad_padre', 'visitas_medico', 'sexo', 'raza_madre', 'I_pedad_medad']","['aumento_peso_madre', 'raza_madre']",0.8895437097194013
